PPN	Signatur_PPN	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	Weitere Nummer (Typ Signatur)	Weitere Nummer (Signatur)	Weitere Nummer (Typ Verlagsnr.)	Weitere Nummer (Verlagsnr.)	Weitere Nummer (Typ UPC)	Weitere Nummer (UPC)	Weitere Nummer (Typ Matrix)	Weitere Nummer (Matrix)	Datum	"Ort"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"GND-Name"	"Rolle"	"Name"	"Bemerkung"	
479648964	TK 1914 479648964	Clara / Orchestra Maquis Original		"und"	Enth.: Seite 1:  - Clara - Wanaume waleo - Uba wangu - Seite 2:  - Sofia no. 2 - Mayasa - Mapenzi sio masihara	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	Signatur	TK 1914	Verlags-Bestellnummer	(AHD) MC 007					1988	"Ort nicht ermittelbar"	[Verlag nicht ermittelbar]	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3020536-0"	"Orchestra Maquis Original"	"Interpretation (durch)"	"Orchestra Maquis Original"	""	
479662657	R 4427 479662657	Héritage du Grand Maître Franco : dans Maby ... Tonton zala sérieux / T.P. O.K. Jazz		"und"	Enth.: Maby. Mamisa. Malaria - Tonton zala sérieux. Mort vivant...somida. Osala erreur	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4427	Verlags-Bestellnummer	Sans Frontieres SF.007			Matrix-Nummer	Matrix-Nr.: SF 007-A;SF 007-B	1991	"Bruxelles"	Sans Frontieres	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: SF 007-A;SF 007-B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3015656-7"	"Tout-Puissant OK Jazz"	"Interpretation (durch)"	"Tout-Puissant OK Jazz"	""	
479665141	TK 1897 479665141	Kapue-pue / Trio Dasufa		"und"	Enth.: Kapue-pue (Danga) - Libanda (Monga). La @petite (Danga)	1 Tonkassette ; 10x7 cm, 4 mm Band	Signatur	TK 1897	Verlags-Bestellnummer	OMA Production 112828					1988	"Abidjan"	OMA Production	"Musik,Kongo,Populäre Musik"	66.20/1711.FH				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1234428601"	"Trio Dasufa"	"Interpretation (durch)"	"Trio Dasufa"	""	
479683379	R 4430 479683379	L'heure à sonné / Tchico		"und"	Enth.: Alexandra-Nwurai - L'@heure à sonné. Reviens-chouchou	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4430	Verlags-Bestellnummer	Africana Star ASLPS 001			Matrix-Nummer	Matrix-Nr.: CE 1057;CE 1058	1979	"Elfenbeinküste?"	Africana Star	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: CE 1057;CE 1058			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/105436592X"	"Tchicaya, Tchico"	"Komposition (von)"	"Tchicaya, Tchico"	""	
47968863X	R 4433 47968863X	Ba mauvais copistes / Abeti		"und"	Enth.: Ba mauvais copistes. Na luka lisusu nini - J'ai quinze ans. Bibi	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4433	Verlags-Bestellnummer	Africa New Sound ANS 8402			Matrix-Nummer	Matrix-Nr.: ANS 8402 A;ANS 8402 B	1984	"Lomé"	Africa New Sound	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: ANS 8402 A;ANS 8402 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1012128296,http://d-nb.info/gnd/3058937-X"	"Abeti,Redoutables (Musikgruppe)"	"Komposition (von),Interpretation (durch)"	"Abeti,Redoutables"	"1951-1994,"	
479690537	R 4434 479690537	Dédé / Nyboma & Les Kamalé dynamiques		"und"	Enth.: Dédé. Na ko supporter - Zaïcha. Ban gula-ban gula	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4434	Verlags-Bestellnummer	Maïkano Maï LPS 1035			Matrix-Nummer	Matrix-Nr.: MAILPS 1035 A;MAILPS 1035 B	1982	"Abidjan"	Maïkano	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: MAILPS 1035 A;MAILPS 1035 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/13543159X,http://d-nb.info/gnd/3060489-8"	"Nyboma,Orchestre Les Kamale"	"Interpretation (durch),Interpretation (durch)"	"Nyboma,Orchestre Les Kamale"	"1952-,"	
479721483	R 4435 479721483	Pepe / Nyboma & Les Kamalé Dynamiques du Zaïre		"und"	Enth.: Mama yo (Kuruze ya campus). Madiana - Pepe Bougier. Daward	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4435	Verlags-Bestellnummer	Maïkano MAÏLPS 1037			Matrix-Nummer	Matrix-Nr.: MAILPS 1037 A (M6 341543 3) (YP ARTX 89601 22);MAILPS 1037 B (M6 341275 2) (YPARTX 89600 21)	1983	"Abidjan"	Maïkano	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: MAILPS 1037 A (M6 341543 3) (YP ARTX 89601 22);MAILPS 1037 B (M6 341275 2) (YPARTX 89600 21)			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/13543159X,http://d-nb.info/gnd/3060489-8"	"Nyboma,Orchestre Les Kamale"	"Komposition (von),Interpretation (durch)"	"Nyboma,Orchestre Les Kamale"	"1952-,"	
479723885	R 4437 479723885	Çà c'est la vie / Théo Blaise Konkou		"und"	Enth.: Çà c'est la vie. Rose d'amour - M'Bana. Nyelenga	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4437	Verlags-Bestellnummer	Super Likembé L.K. 001			Matrix-Nummer	Matrix-Nr.: TBKLK 001 A;TBKLK 001 B	1981	"Abidjan,Brazzaville"	Super Likembé	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: TBKLK 001 A;TBKLK 001 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053838344"	"Kounkou, Théo Blaise"	"Komposition (von)"	"Kounkou, Théo Blaise"	"1949-"	
479990956	R 4444 479990956	Kibola-bola / Empompo Loway. Tiers Monde Cooperation		"und"	Enth.: Kibola-bola - Adolo-timbi. Wenze-wenze	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4444	Verlags-Bestellnummer	Surya 0030			Matrix-Nummer	Matrix-Nr.: 003/86 A;003/86 B	1986	"Brazzaville"	Éditions Surya	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 003/86 A;003/86 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1063913926,http://d-nb.info/gnd/1063914272"	"Loway, Empompo,Tiers Monde Coopération"	"Komposition (von),Interpretation (durch)"	"Loway, Empompo,Tiers Monde Coopération"	"1947-1990,"	
479992894	R 4445  479992894	La rivalité / Lokassa ya M'Bongo		"und"	Enth.: La @rivalité. Mandeni - Santa-Isabella. M'banda mongungu	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4445 	Verlags-Bestellnummer	AICD 004			Matrix-Nummer	Matrix-Nr.: AICD 004 A;AICD 004 B	1986	"Abidjan"	Aicodis	"Musik,Kongo,Populäre Musik"	60.20/1711.FH	Matrix-Nr.: AICD 004 A;AICD 004 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1078251509"	"Lokassa ya M'Bongo"	"Komposition (von)"	"Lokassa ya M'Bongo"	"1946-"	
479993874	R 4446  479993874	Cherié Samba / Lokassa ya M'Bongo		"und"	Enth.: Cherié Samba (Samba cherié). Diakite - Polo. N'sona	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4446 	Verlags-Bestellnummer	Disc-Orient D.O. 0026			Matrix-Nummer	Matrix-Nr.: DO 0026 A;DO 0026 B	1982	"Abidjan"	Disc-Orient	"Musik,Kongo,Populäre Musik"	60.20/1711.FH	Matrix-Nr.: DO 0026 A;DO 0026 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1078251509"	"Lokassa ya M'Bongo"	"Komposition (von)"	"Lokassa ya M'Bongo"	"1946-"	
479994854	R 4447 479994854	Assétou / Lokassa ya M'Bongo		"und"	Enth.: Assétou (Assitou) - Angélique. Sabina	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4447	Verlags-Bestellnummer	Disc-Orient D.O. 0015			Matrix-Nummer	Matrix-Nr.: DO 015 A;DO 015 B	1981	"Abidjan"	Disc-Orient	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: DO 015 A;DO 015 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1078251509"	"Lokassa ya M'Bongo"	"Komposition (von)"	"Lokassa ya M'Bongo"	"1946-"	
480253978	R 4448  480253978	La reine des bières / Lokassa Kassia		"und"	Enth.: Celta (1) - Celta (2)	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4448 	Verlags-Bestellnummer	Disc-Orient D. O. 0013			Matrix-Nummer	Matrix-Nr.: DO 013 A;DO 013 B	1980	"Abidjan"	Disc-Orient	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: DO 013 A;DO 013 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1078251509"	"Lokassa ya M'Bongo"	"Komposition (von)"	"Lokassa ya M'Bongo"	"1946-"	
480255903	R 4449 480255903	Mokili / [Various Artists]		"und"	Enth.: Saila pt. 1 - Saila pt. 2 - Mokili pt. 1 - Mokili pt. 2 - Sama sama pt. 1 - Sama sama pt. 2 - Bella amicha pt. 1 - Bella amicha pt. 2	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4449	Verlags-Bestellnummer	ASLP 949			Matrix-Nummer	Matrix-Nr.: 561 ASLP-949 A;561 ASLP-949 B	1982	"Nairobi"	Associated Sound Limited (ASL)	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 561 ASLP-949 A;561 ASLP-949 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1205489940,http://d-nb.info/gnd/1081514086,http://d-nb.info/gnd/1211107280,http://d-nb.info/gnd/1053838344"	"Mandjèkou, Dizzy,Vata Mombassa,Kapela, Asi,Kounkou, Théo Blaise"	"Komposition (von),Komposition (von),Komposition (von),Komposition (von)"	"Mandjèkou, Dizzy,Vata Mombassa,Kapela, Asi,Kounkou, Théo Blaise"	",,,1949-"	
480287775	R 4450 480287775		Orchestre African All Stars International. Direction Dizzy Mandjeku	"und"	Enth.: Disco 80. Loulou - Nene Bambara mousso. Aminata	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4450	Verlags-Bestellnummer	Albarika Store ALS 094			Matrix-Nummer	Matrix-Nr.: ALS094-A ADISK;ALS094-B BDISK	1980	"Cotonou"	Albarika Store	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: ALS094-A ADISK;ALS094-B BDISK			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1205489940,http://d-nb.info/gnd/107841100X,http://d-nb.info/gnd/1078251509,http://d-nb.info/gnd/13543159X,http://d-nb.info/gnd/1022953087"	"Mandjèkou, Dizzy,Moya, Ringo,Lokassa ya M'Bongo,Nyboma,African All Stars"	"Komposition (von),Komposition (von),Komposition (von),Komposition (von),Interpretation (durch)"	"Mandjèkou, Dizzy,Moya, Ringo,Lokassa ya M'Bongo,Nyboma,African All Stars"	",1953-1993,1946-,1952-,"	
480288739	R 4451 480288739		Orchestre African All Stars International. Direction Dizzy Mandjeku	"und"	Enth.: Antaley. Zamba - Cherie Amba. Samadou	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4451	Verlags-Bestellnummer	Albarika Store ALS 086			Matrix-Nummer	Matrix-Nr.: ALS 086A-FIS;ALS 086B-FIS	1979	"Cotonou"	Albarika Store	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: ALS 086A-FIS;ALS 086B-FIS			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1205489940,http://d-nb.info/gnd/1078251509,http://d-nb.info/gnd/13543159X,http://d-nb.info/gnd/107841100X,http://d-nb.info/gnd/1022953087"	"Mandjèkou, Dizzy,Lokassa ya M'Bongo,Nyboma,Moya, Ringo,African All Stars"	"Komposition (von),Komposition (von),Komposition (von),Komposition (von),Interpretation (durch)"	"Mandjèkou, Dizzy,Lokassa ya M'Bongo,Nyboma,Moya, Ringo,African All Stars"	",1946-,1952-,1953-1993,"	
480289883	R 4452 480289883	Saïla / Maître Dizzy Mandjeku		"und"	Enth.: Saila. Chérie Fanta (Fanta Bolingo) - Qui à crée l'argent???. Mady	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4452	Verlags-Bestellnummer	Papa-Disco LPM 506 (R.P.M. 506)			Matrix-Nummer	Matrix-Nr.: LPM 506 A;LPM 506 B	1981	"Abidjan"	Papa-Disco	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: LPM 506 A;LPM 506 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1205489940"	"Mandjèkou, Dizzy"	"Komposition (von)"	"Mandjèkou, Dizzy"	""	
480296332	R 4455 480296332	Ba surprises / Assi Kapela		"und"	Enth.: Ba surprises. L'@an deux mille. Maguy - Fanny. Naleli-bolingo	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4455	Verlags-Bestellnummer	Aicodis 005			Matrix-Nummer	Matrix-Nr.: AICD 005 A;AICD 005 B	1983	"Abidjan"	Aicodis	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: AICD 005 A;AICD 005 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1211107280"	"Kapela, Asi"	"Komposition (von)"	"Kapela, Asi"	""	
480297630	R 4456 480297630	Lamine / Asi Kapela		"und"	Enth.: Diallo. Alice - Lamine. Makita	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4456	Verlags-Bestellnummer	Disc-Orient D.O. 0014			Matrix-Nummer	Matrix-Nr.: DO 014 A;DO 014 B	1981	"Abidjan"	Disc-Orient	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: DO 014 A;DO 014 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1211107280"	"Kapela, Asi"	"Komposition (von)"	"Kapela, Asi"	""	
480298637	R 4457 480298637	Sama sama / Asi Kapela et Zoe Matondo	Selection 81	"und"	Enth.: Sama-sama. Mariane - Etalyo probléme. Kabibi	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4457	Verlags-Bestellnummer	Disc-Orient DO0016			Matrix-Nummer	Matrix-Nr.: DO 0016 A;DO 0016 A	1981	"Abidjan"	Disc-Orient	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: DO 0016 A;DO 0016 A			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1211107280,http://d-nb.info/gnd/1211107493"	"Kapela, Asi,Matondo, Zoe"	"Komposition (von),Komposition (von)"	"Kapela, Asi,Matondo, Zoe"	","	
480300488	R 4458 480300488	Tantine / N'Zitany Neil		"und"	Enth.: Tantine. Nevy - Maria. Ça ve ma dja (Ça va Medja)	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4458	Verlags-Bestellnummer	Papa Disco EPM 521			Matrix-Nummer	Matrix-Nr.: EPM 521 A;EPM 521 B	1982	"Abidjan"	Papa Disco	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: EPM 521 A;EPM 521 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053306040,http://d-nb.info/gnd/1127559591"	"Kasseya, Souzy,Zitany, Neil"	"Komposition (von),Interpretation (durch)"	"Kasseya, Souzy,Zitany, Neil"	"1949-,"	
480302081	R 4459 480302081	Gare à toi mon ami / Samy Massa		"und"	Enth.: Gare à toi mon ami. L'amour à grandi grandi - Desespoire. Libala makambo	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4459	Verlags-Bestellnummer	Disc-Orient DO 019			Matrix-Nummer	Matrix-Nr.: DO 0019 A1;DO 0019 B	1981	"Abidjan"	Disc-Orient	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: DO 0019 A1;DO 0019 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1124112685"	"Bumba Massa"	"Komposition (von)"	"Bumba Massa"	"1945-"	
480303207	R 4460 480303207	Dede Delphine / Ange Linaud		"und"	Enth.: Dede Delphine. M'attend elle - Point carré. Suzi nako funda yo	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4460	Verlags-Bestellnummer	Papa Disco EPM 503			Matrix-Nummer	Matrix-Nr.: LPM 510 A;LPM 510 B	1983	"Abidjan"	Papa Disco	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: LPM 510 A;LPM 510 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034981870"	"Linaud, Ange"	"Interpretation (durch)"	"Linaud, Ange"	"1949?-1999"	
480304742	R 4461 480304742	A qui la faute? / Manana Antoine		"und"	Enth.: A qui la faute? - Évade N° 2. Musseli	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4461	Verlags-Bestellnummer	Ngnassi NG 007			Matrix-Nummer	Matrix-Nr.: NG 007 A;NG 007 B	1982	"Abidjan"	Ngnassi	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: NG 007 A;NG 007 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1060527367"	"Manana, Antoine"	"Interpretation (durch)"	"Manana, Antoine"	""	
480324832	R 4462 480324832	Amour cherche amour / Manana Antoine		"und"	Enth.: Amour cherche amour. Trou boule - Cimetière des mariages. Ndeke luka	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4462	Verlags-Bestellnummer	Papa Disco EPM 520			Matrix-Nummer	Matrix-Nr.: EPM 520 A;EPM 520 B	1983	"Abidjan"	Papa-Disco	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: EPM 520 A;EPM 520 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1060527367"	"Manana, Antoine"	"Komposition (von)"	"Manana, Antoine"	""	
480342512	R  4464 480342512	Kouamé / Syran M'Benza		"und"	Enth.: Kouamé. Kizodisa - Samba samba. Rosa Mwanamiema	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R  4464	Verlags-Bestellnummer	Adios SOOL 001			Matrix-Nummer	Matrix-Nr.: SOOL 001 A;SOOl 001 B	1980	"Abidjan"	Adios Records	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: SOOL 001 A;SOOl 001 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/105216076X"	"Mbenza, Syran"	"Komposition (von)"	"Mbenza, Syran"	"1950-"	
480347298	R 4468 480347298	Verre cassé / Simarro		"und"	Enth.: Kopo epasuki (Verre cassé) - Maya aboyi	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4468	Verlags-Bestellnummer	Rythmes et Musique REM 60			Matrix-Nummer	Matrix-Nr.: REM60 A;REM60 B	1985	"Paris"	Rythmes et Musique Production	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: REM60 A;REM60 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1054734453"	"Simaro, Musiker"	"Komposition (von)"	"Simaro <Musiker>"	"1939-"	
480457158	R 4469 480457158	Hortense / Ndombé Opetum "Pepe"		"und"	Enth.: Hortense. Longo. Mystère. Pauline la préférée. Nalembi kojuger - Voyage na badundu. Héritier. You you. Mawe. Macha-macha	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4469	Verlags-Bestellnummer	Anytha-Ngapy Productions D 955 P (DI 955L)			Matrix-Nummer	Matrix-Nr.: 89-9 NGAPY 955 A;89 9 NGAPY 855 B	1989	"Brazzaville"	Anytha-Ngapy Productions	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: 89-9 NGAPY 955 A;89 9 NGAPY 855 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034187279"	"Ndombe, Pepe"	"Interpretation (durch)"	"Ndombe, Pepe"	"1944-2012"	
480458251	R 4470 480458251	Fiona Fiona / Mayaula Mayoni		"und"	Enth.: Fiona Fiona - L'@infirmière. Amour maladie d'amour	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4470	Verlags-Bestellnummer	Rythmes et Musique REM 80			Matrix-Nummer	Matrix-Nr.: REM 80A;REM 80B	1987	"Paris"	Rythmes et Musique Production	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: REM 80A;REM 80B	Plattencover der Ausgabe ALIA-Music		Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053235844,http://d-nb.info/gnd/1035753790,http://d-nb.info/gnd/1135978735"	"Mayaula Mayoni,Carlito,Malage de Lugendo"	"Komposition (von),Interpretation (durch),Interpretation (durch)"	"Mayaula Mayoni,Carlito,Malage de Lugendo"	"1945-2010,1961-,1961-"	
480460094	RS 2461 480460094	Ngui-Ngon / N'Dombe Opetum, Sam Manwana. Orch. Tiers Monde Cooperation		"und"	Enth.: Ngui-Ngon part 1 - Ngui-Ngon part 2	1 Schallplatte ; 45 UpM ; 17,5 cm	Signatur	RS 2461	Verlags-Bestellnummer	Lake Victoria VC 1011			Matrix-Nummer	Matrix-Nr.: VC 1011 A;VC 1011 B	1980	"Nairobi"	Victoria Music Store	"Musik,Kongo,Lingala,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: VC 1011 A;VC 1011 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034187279,http://d-nb.info/gnd/13511263X,http://d-nb.info/gnd/1063914272"	"Ndombe, Pepe,Mangwana, Sam,Tiers Monde Coopération"	"Interpretation (durch),Interpretation (durch),Interpretation (durch)"	"Ndombe, Pepe,Mangwana, Sam,Tiers Monde Coopération"	"1944-2012,1945-,"	
48046037X	R 4472 48046037X	Veya / Mayaula Mayoni		"und"	Enth.: Veya. Zebi - Poto poto ville. Nelly maman	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4472	Verlags-Bestellnummer	ASLP 1002			Matrix-Nummer	Matrix-Nr.: ASLP- 1002 A;ASLP-1002 B	1985	"Nairobi"	Associated Sound Limited (ASL)	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: ASLP- 1002 A;ASLP-1002 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053235844"	"Mayaula Mayoni"	"Komposition (von)"	"Mayaula Mayoni"	"1945-2010"	
480461570	R 4473 480461570	Chérie bondowé 2 / Mayaoula Mayoni		"und"	Enth.: Chérie bondowé 2. Ha ku mbundou - Rumba sébéné. Chérie cocolie	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4473	Verlags-Bestellnummer	Disc Orient DO 022			Matrix-Nummer	Matrix-Nr.: MAYAULA A;MAYAULA B	1982	"Abidjan"	Disc-Orient	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: MAYAULA A;MAYAULA B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053235844"	"Mayaula Mayoni"	"Komposition (von)"	"Mayaula Mayoni"	"1945-2010"	
480462526	R 4474 480462526	Ba patrons / Joe Mpoyi, L. Diatho		"und"	Enth.: Ba patrons - Nani - Bebe - Bombanda	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4474	Verlags-Bestellnummer	Maïkano MAI LPS 1032			Matrix-Nummer	Matrix-Nr.: MAÏ LPS 1032 A;MAÏ LPS 1032 B	1982	"Abidjan"	Maïkano	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: MAÏ LPS 1032 A;MAÏ LPS 1032 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1204381216,http://d-nb.info/gnd/1204381135"	"Mpoyi, Joe,Diatho, Lukoki"	"Komposition (von),Komposition (von)"	"Mpoyi, Joe,Diatho, Lukoki"	","	
480465304	R 4476 480465304	Baiser de Judas / Malage de Lugendo		"und"	Enth.: Baiser de Judas. Baby folie - Ma dede ya doudou. Moto nguma	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4476	Verlags-Bestellnummer	Syllart 387511, Syllart SYL 8359	Produkt-Nummer	3307513875116	Matrix-Nummer	Matrix-Nr.: S YL 8359 A 38751 1 A;S YL 8359 B 38751 1 B	1988	"Paris"	Syllart Records	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: S YL 8359 A 38751 1 A;S YL 8359 B 38751 1 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053242190"	"Lugendo, Malage de"	"Interpretation (durch)"	"Lugendo, Malage de"	"1961-"	
480520801	R 4477 480520801	Za moke / Papa Noel ya nono		"und"	Enth.: Za moke. Mwana kin. Mpesse atulaka te - Fidelité. Makolo tambola miso amona. Aime ton prochain	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 4477	Verlags-Bestellnummer	Rythmes et Musique REM 790			Matrix-Nummer	Matrix-Nr.: REM. 790 A;REM 790 B	1985	"Paris"	Rythmes et Musique Production	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: REM. 790 A;REM 790 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/137875509"	"Papa Noël"	"Komposition (von)"	"Papa Noël"	"1940-"	
480521360	R 4478 480521360	Allegria / Papa Noël		"und"	Enth.: Allegria. Sem-sem - Nzoto pasi. Sante Pepele	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4478	Verlags-Bestellnummer	Vilnair Production (Provil) PV 015			Matrix-Nummer	Matrix-Nr.: PV0015-A;PV0015-B	1985	"Kinshasa"	Vilnair Production (PROVIL)	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: PV0015-A;PV0015-B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/137875509"	"Papa Noël"	"Komposition (von)"	"Papa Noël"	"1940-"	
480522170	R 4479 480522170	Bon samaritain  / Nedule Papa Noel		"und"	Enth.: Bon samaritain. Madiabuana. Bel ami - Kizungu-zungu. Selia-zozo. Sisi	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 4479	Verlags-Bestellnummer	APIA AP 048			Matrix-Nummer	Matrix-Nr.: AP048 A T1;AP048 B T1	1984	"Paris"	Aipa ; Brazzaville : I.A.D. Sound (Industrie Africaine du Disques)	"Musik,Kongo,Populäre Musik"	66.20/1711.FH	Matrix-Nr.: AP048 A T1;AP048 B T1 - Abweichende Reihenfolge der Tracks auf dem Cover			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/137875509"	"Papa Noël"	"Komposition (von)"	"Papa Noël"	"1940-"	
